date,customer_id,product,price,quantity,coupon_code,shipping_city
2024-09-07,CUST6270,Headphones,292.08,1,WELCOME,Ottawa
2024-09-07,CUST2041,Keyboard,588.53,4,,Calgary
2024-09-08,CUST6863,Monitor,1768.24,3,,Halifax
2024-09-08,CUST2391,Tablet,818.3,5,SAVE10,Winnipeg
2024-09-08,CUST6550,Monitor,714.33,5,,Montreal
2024-09-09,CUST2384,Monitor,734.06,4,SAVE10,Calgary
2024-09-09,CUST8932,Keyboard,1028.4,3,,Halifax
2024-09-09,CUST4406,Headphones,1501.04,3,,Halifax
2024-09-09,CUST6020,Headphones,899.82,5,WELCOME,Edmonton
2024-09-10,CUST1921,Mouse,699.88,5,WELCOME,Winnipeg
2024-09-11,CUST9902,Tablet,629.1,2,,Montreal
2024-09-11,CUST2467,Laptop,860.93,1,SAVE10,Calgary
2024-09-12,CUST1520,Mouse,706.65,1,SAVE10,Vancouver
2024-09-13,CUST1974,Monitor,570.91,4,,Calgary
2024-09-14,CUST1656,Phone,878.92,2,SAVE10,Calgary
2024-09-16,CUST4892,Keyboard,1628.48,2,WELCOME,Winnipeg
2024-09-16,CUST2082,Mouse,475.34,1,SAVE10,Halifax
2024-09-18,CUST1462,Monitor,630.16,2,,Vancouver
2024-09-18,CUST5579,Keyboard,1080.02,2,,Ottawa
2024-09-19,CUST4952,Keyboard,1958.09,3,,Ottawa
2024-09-19,CUST1801,Tablet,1185.35,4,,Ottawa
2024-09-19,CUST2075,Tablet,1084.38,5,,Ottawa
2024-09-19,CUST8293,Phone,86.37,5,,Halifax
2024-09-20,CUST6339,Phone,934.65,4,,Montreal
2024-09-20,CUST1620,Mouse,1822.48,4,,Vancouver
2024-09-21,CUST2480,Headphones,1986.36,5,,Halifax
2024-09-22,CUST7263,Keyboard,1920.25,5,,Winnipeg
2024-09-22,CUST4873,Laptop,1869.01,4,,Ottawa
2024-09-24,CUST7756,Phone,957.47,1,SAVE10,Vancouver
2024-09-24,CUST6006,Keyboard,1208.34,3,WELCOME,Vancouver
2024-09-25,CUST1217,Keyboard,1723.49,2,SAVE10,Ottawa
2024-09-25,CUST2977,Phone,1506.47,1,WELCOME,Winnipeg
2024-09-26,CUST2947,Monitor,1334.89,4,,Halifax
2024-09-26,CUST3655,Mouse,790.7,3,WELCOME,Montreal
2024-09-27,CUST2590,Keyboard,1049.97,3,FREESHIP,Winnipeg
2024-09-27,CUST9046,Headphones,1647.7,3,WELCOME,Calgary
2024-09-28,CUST3143,Phone,311.62,3,,Vancouver
2024-09-29,CUST9185,Tablet,662.97,4,,Vancouver
2024-09-30,CUST7992,Tablet,693.07,5,,Calgary
2024-09-30,CUST3844,Keyboard,1993.53,2,,Calgary
2024-09-30,CUST7352,Tablet,1975.45,5,FREESHIP,Ottawa
2024-10-01,CUST7658,Laptop,1631.67,3,SAVE10,Toronto
2024-10-02,CUST5167,Phone,20.07,1,WELCOME,Toronto
2024-10-02,CUST2979,Headphones,1687.33,5,FREESHIP,Ottawa
2024-10-03,CUST5378,Mouse,142.83,2,WELCOME,Ottawa
2024-10-03,CUST6439,Laptop,1626.92,3,,Halifax
2024-10-04,CUST7183,Monitor,1330.72,3,FREESHIP,Halifax
2024-10-04,CUST3530,Phone,714.9,1,WELCOME,Winnipeg
2024-10-04,CUST8364,Mouse,1897.02,3,,Montreal
2024-10-06,CUST3610,Laptop,1949.47,1,FREESHIP,Edmonton
2024-10-06,CUST4107,Laptop,1706.5,1,FREESHIP,Halifax
2024-10-07,CUST7959,Mouse,1286.44,4,,Edmonton
2024-10-08,CUST1578,Tablet,242.19,4,FREESHIP,Winnipeg
2024-10-09,CUST4511,Keyboard,464.14,3,,Montreal
2024-10-10,CUST4890,Phone,1487.77,1,,Toronto
2024-10-10,CUST8685,Headphones,1222.86,4,,Montreal
2024-10-10,CUST9447,Monitor,522.57,4,SAVE10,Ottawa
2024-10-11,CUST1380,Mouse,1079.66,5,SAVE10,Edmonton
2024-10-11,CUST6563,Laptop,474.83,1,FREESHIP,Vancouver
2024-10-11,CUST4419,Headphones,1226.98,2,,Calgary
2024-10-12,CUST4041,Laptop,1219.71,1,SAVE10,Vancouver
2024-10-12,CUST8227,Tablet,1335.49,4,,Calgary
2024-10-13,CUST6698,Laptop,448.4,5,SAVE10,Winnipeg
2024-10-14,CUST4661,Tablet,84.98,1,WELCOME,Winnipeg
2024-10-14,CUST7734,Tablet,1694.51,3,,Winnipeg
2024-10-14,CUST1427,Monitor,784.5,4,,Edmonton
2024-10-14,CUST2692,Tablet,196.91,3,WELCOME,Calgary
2024-10-16,CUST2470,Tablet,1406.06,4,WELCOME,Vancouver
2024-10-16,CUST4075,Laptop,1407.76,1,,Winnipeg
2024-10-16,CUST2066,Monitor,167.83,2,SAVE10,Ottawa
2024-10-17,CUST3724,Monitor,350.55,1,FREESHIP,Calgary
2024-10-18,CUST1786,Keyboard,613.97,2,WELCOME,Toronto
2024-10-19,CUST3627,Tablet,1343.23,3,,Winnipeg
2024-10-19,CUST8104,Mouse,1683.46,3,,Winnipeg
2024-10-19,CUST6053,Tablet,1673.89,5,FREESHIP,Calgary
2024-10-19,CUST1123,Tablet,1476.42,4,,Halifax
2024-10-20,CUST7343,Phone,1489.12,5,SAVE10,Calgary
2024-10-20,CUST9104,Monitor,1358.83,4,,Winnipeg
2024-10-21,CUST5884,Phone,260.76,3,,Montreal
2024-10-23,CUST5948,Mouse,265.78,5,FREESHIP,Halifax
2024-10-23,CUST6652,Headphones,918.74,1,WELCOME,Edmonton
2024-10-23,CUST4090,Phone,401.84,3,,Toronto
2024-10-23,CUST3118,Headphones,1994.42,1,,Ottawa
2024-10-24,CUST2635,Headphones,401.48,1,SAVE10,Winnipeg
2024-10-24,CUST6100,Mouse,1978.06,4,FREESHIP,Edmonton
2024-10-24,CUST8236,Headphones,82.68,1,,Montreal
2024-10-24,CUST5483,Keyboard,958.57,3,,Halifax
2024-10-24,CUST3080,Headphones,1223.22,2,SAVE10,Winnipeg
2024-10-25,CUST5444,Phone,1750.6,1,FREESHIP,Vancouver
2024-10-26,CUST2755,Headphones,1018.67,4,,Vancouver
2024-10-26,CUST9570,Keyboard,942.21,2,,Calgary
2024-10-26,CUST3213,Laptop,1086.87,3,,Winnipeg
2024-10-27,CUST4816,Phone,303.46,1,WELCOME,Halifax
2024-10-28,CUST7384,Keyboard,1250.49,1,,Montreal
2024-10-28,CUST7821,Mouse,1908.5,4,,Edmonton
2024-10-30,CUST2534,Keyboard,525.88,3,,Winnipeg
2024-10-30,CUST8413,Tablet,1899.22,1,FREESHIP,Montreal
2024-10-30,CUST8617,Monitor,1322.62,4,,Ottawa
2024-10-30,CUST7289,Keyboard,613.16,1,WELCOME,Ottawa
2024-11-01,CUST6966,Tablet,518.31,2,,Halifax
2024-11-01,CUST6604,Tablet,1100.3,4,SAVE10,Ottawa
2024-11-01,CUST6875,Keyboard,1801.38,3,,Edmonton
2024-11-02,CUST4849,Headphones,316.53,2,FREESHIP,Ottawa
2024-11-03,CUST8353,Headphones,1230.85,4,,Winnipeg
2024-11-04,CUST3480,Keyboard,290.27,3,WELCOME,Winnipeg
2024-11-05,CUST4444,Keyboard,1027.51,1,,Vancouver
2024-11-06,CUST2284,Phone,462.29,4,,Edmonton
2024-11-06,CUST5510,Headphones,1283.71,3,,Winnipeg
2024-11-06,CUST8058,Phone,1082.26,5,WELCOME,Montreal
2024-11-07,CUST4213,Phone,1638.1,4,SAVE10,Halifax
2024-11-07,CUST3876,Phone,1156.87,5,,Ottawa
2024-11-09,CUST1622,Laptop,1159.17,1,WELCOME,Vancouver
2024-11-09,CUST4611,Headphones,1352.35,3,,Winnipeg
2024-11-10,CUST3245,Headphones,325.02,4,FREESHIP,Montreal
2024-11-10,CUST5407,Mouse,581.82,5,FREESHIP,Toronto
2024-11-10,CUST6243,Tablet,697.35,5,,Vancouver
2024-11-12,CUST7999,Mouse,1515.18,3,FREESHIP,Ottawa
2024-11-13,CUST5144,Headphones,1935.66,3,FREESHIP,Calgary
2024-11-13,CUST7613,Tablet,1629.13,3,,Ottawa
2024-11-13,CUST9253,Laptop,285.48,5,,Winnipeg
2024-11-13,CUST9872,Laptop,281.13,3,,Calgary
2024-11-13,CUST7530,Monitor,550.65,2,,Halifax
2024-11-14,CUST7412,Phone,774.33,1,,Winnipeg
2024-11-17,CUST9615,Tablet,880.51,5,,Ottawa
2024-11-17,CUST2569,Laptop,275.97,2,,Toronto
2024-11-17,CUST8301,Headphones,293.13,2,,Halifax
2024-11-17,CUST8377,Mouse,1810.74,5,,Calgary
2024-11-18,CUST9442,Headphones,1211.44,4,,Winnipeg
2024-11-20,CUST1529,Laptop,305.04,4,WELCOME,Winnipeg
2024-11-20,CUST1460,Mouse,515.57,3,,Vancouver
2024-11-20,CUST7570,Keyboard,1356.98,2,FREESHIP,Calgary
2024-11-20,CUST4363,Mouse,1664.48,4,SAVE10,Vancouver
2024-11-20,CUST2737,Tablet,1234.08,3,,Calgary
2024-11-20,CUST7186,Phone,323.29,5,,Montreal
2024-11-22,CUST2904,Tablet,1690.82,2,,Montreal
2024-11-22,CUST8481,Tablet,1718.92,5,FREESHIP,Vancouver
2024-11-22,CUST4089,Headphones,1066.13,2,,Toronto
2024-11-23,CUST7665,Monitor,585.42,3,,Montreal
2024-11-24,CUST1880,Headphones,1939.63,2,,Montreal
2024-11-24,CUST5834,Mouse,703.27,4,WELCOME,Toronto
2024-11-24,CUST1273,Mouse,1366.26,4,,Winnipeg
2024-11-25,CUST5229,Monitor,1603.46,5,FREESHIP,Vancouver
2024-11-28,CUST1359,Monitor,1467.22,1,WELCOME,Winnipeg
2024-11-29,CUST1684,Tablet,509.65,5,FREESHIP,Vancouver
2024-11-29,CUST5425,Headphones,1362.51,5,FREESHIP,Calgary
2024-11-29,CUST9808,Keyboard,674.09,2,,Winnipeg
2024-11-29,CUST8012,Phone,1251.57,3,SAVE10,Halifax
2024-11-30,CUST2641,Monitor,314.38,1,,Edmonton
2024-12-01,CUST1962,Phone,793.04,4,FREESHIP,Halifax
2024-12-01,CUST5240,Phone,165.46,5,,Halifax
2024-12-01,CUST6798,Monitor,1706.61,1,,Montreal
2024-12-03,CUST9894,Tablet,928.61,1,,Ottawa
2024-12-03,CUST9984,Phone,975.26,2,FREESHIP,Calgary
2024-12-04,CUST8261,Headphones,1039.97,4,,Montreal
2024-12-04,CUST9956,Keyboard,261.68,3,,Ottawa
2024-12-05,CUST6414,Phone,1355.38,1,,Winnipeg
2024-12-07,CUST8001,Phone,195.09,2,WELCOME,Calgary
2024-12-07,CUST5005,Laptop,714.4,5,FREESHIP,Ottawa
2024-12-07,CUST6059,Laptop,1525.47,2,SAVE10,Winnipeg
2024-12-07,CUST7268,Keyboard,90.54,4,FREESHIP,Montreal
2024-12-09,CUST1190,Phone,165.13,1,,Montreal
2024-12-11,CUST9802,Mouse,1535.28,2,FREESHIP,Ottawa
2024-12-12,CUST5625,Laptop,1639.51,2,,Ottawa
2024-12-13,CUST6248,Mouse,1660.48,2,,Montreal
2024-12-13,CUST2410,Phone,1188.64,2,WELCOME,Vancouver
2024-12-14,CUST4683,Laptop,946.45,1,,Halifax
2024-12-14,CUST3906,Phone,1921.32,3,,Edmonton
2024-12-14,CUST4366,Headphones,1034.66,5,SAVE10,Edmonton
2024-12-16,CUST5355,Phone,695.62,1,WELCOME,Ottawa
2024-12-17,CUST5873,Mouse,1271.15,1,,Montreal
2024-12-17,CUST3735,Keyboard,809.54,1,SAVE10,Toronto
2024-12-17,CUST4531,Headphones,720.27,4,,Vancouver
2024-12-18,CUST3546,Mouse,1512.3,3,,Montreal
2024-12-19,CUST9369,Monitor,1485.96,1,FREESHIP,Vancouver
2024-12-19,CUST7267,Mouse,618.69,1,WELCOME,Winnipeg
2024-12-19,CUST1388,Monitor,819.79,3,SAVE10,Montreal
2024-12-19,CUST1368,Keyboard,1621.75,5,,Halifax
2024-12-20,CUST1112,Keyboard,1987.72,5,,Montreal
2024-12-20,CUST2537,Headphones,692.73,1,FREESHIP,Calgary
2024-12-21,CUST7325,Tablet,652.54,4,,Calgary
2024-12-22,CUST7758,Keyboard,84.21,2,FREESHIP,Winnipeg
2024-12-22,CUST5195,Keyboard,60.41,3,FREESHIP,Calgary
2024-12-23,CUST1189,Laptop,1537.95,5,,Halifax
2024-12-23,CUST8852,Laptop,1956.84,4,,Winnipeg
2024-12-26,CUST1998,Laptop,481.34,5,,Calgary
2024-12-26,CUST4099,Mouse,793.32,3,,Halifax
2024-12-27,CUST3626,Phone,838.44,3,SAVE10,Ottawa
2024-12-28,CUST1450,Headphones,1795.54,1,,Toronto
2024-12-28,CUST1078,Monitor,739.28,5,,Edmonton
